30.06.2013 19:17:31: Starting interval: 3600 jobs during 3600 seconds
30.06.2013 19:17:31: second 0, jobs that second 0, active requests: 0
30.06.2013 19:35:51: second 1100, jobs that second 0, active requests: 1
30.06.2013 19:35:52: second 1101, jobs that second 1, active requests: 0
30.06.2013 19:35:53: second 1102, jobs that second 2, active requests: 0
30.06.2013 19:35:54: second 1103, jobs that second 0, active requests: 1
30.06.2013 19:35:55: second 1104, jobs that second 1, active requests: 0
30.06.2013 19:35:56: second 1105, jobs that second 0, active requests: 1
30.06.2013 19:35:57: second 1106, jobs that second 0, active requests: 0
30.06.2013 19:35:58: second 1107, jobs that second 0, active requests: 0
30.06.2013 19:35:59: second 1108, jobs that second 1, active requests: 0
30.06.2013 19:36:00: second 1109, jobs that second 3, active requests: 0
30.06.2013 19:36:01: second 1110, jobs that second 0, active requests: 0
30.06.2013 19:36:02: second 1111, jobs that second 1, active requests: 0
30.06.2013 19:36:03: second 1112, jobs that second 0, active requests: 1
30.06.2013 19:36:04: second 1113, jobs that second 2, active requests: 0
30.06.2013 19:36:05: second 1114, jobs that second 1, active requests: 1
30.06.2013 19:36:06: second 1115, jobs that second 1, active requests: 0
30.06.2013 19:36:07: second 1116, jobs that second 2, active requests: 1
30.06.2013 19:36:08: second 1117, jobs that second 1, active requests: 0
30.06.2013 19:36:09: second 1118, jobs that second 0, active requests: 0
30.06.2013 19:36:10: second 1119, jobs that second 0, active requests: 0
30.06.2013 19:36:11: second 1120, jobs that second 0, active requests: 0
30.06.2013 19:36:12: second 1121, jobs that second 2, active requests: 0
30.06.2013 19:36:13: second 1122, jobs that second 1, active requests: 0
30.06.2013 19:36:14: second 1123, jobs that second 5, active requests: 0
30.06.2013 19:36:15: second 1124, jobs that second 0, active requests: 2
30.06.2013 19:36:16: second 1125, jobs that second 0, active requests: 0
30.06.2013 19:36:17: second 1126, jobs that second 1, active requests: 0
30.06.2013 19:36:18: second 1127, jobs that second 1, active requests: 0
30.06.2013 19:36:19: second 1128, jobs that second 1, active requests: 0
30.06.2013 19:36:20: second 1129, jobs that second 2, active requests: 0
30.06.2013 19:36:21: second 1130, jobs that second 1, active requests: 1
30.06.2013 19:36:22: second 1131, jobs that second 0, active requests: 0
30.06.2013 19:36:23: second 1132, jobs that second 0, active requests: 0
30.06.2013 19:36:24: second 1133, jobs that second 0, active requests: 0
30.06.2013 19:36:25: second 1134, jobs that second 1, active requests: 0
30.06.2013 19:36:26: second 1135, jobs that second 2, active requests: 1
30.06.2013 19:36:27: second 1136, jobs that second 4, active requests: 0
30.06.2013 19:36:28: second 1137, jobs that second 0, active requests: 0
30.06.2013 19:36:29: second 1138, jobs that second 2, active requests: 0
30.06.2013 19:36:30: second 1139, jobs that second 1, active requests: 1
30.06.2013 19:36:31: second 1140, jobs that second 1, active requests: 1
30.06.2013 19:36:32: second 1141, jobs that second 2, active requests: 0
30.06.2013 19:36:33: second 1142, jobs that second 2, active requests: 0
30.06.2013 19:36:34: second 1143, jobs that second 1, active requests: 0
30.06.2013 19:36:35: second 1144, jobs that second 1, active requests: 0
30.06.2013 19:36:36: second 1145, jobs that second 1, active requests: 1
30.06.2013 19:36:37: second 1146, jobs that second 1, active requests: 0
30.06.2013 19:36:38: second 1147, jobs that second 1, active requests: 1
30.06.2013 19:36:39: second 1148, jobs that second 0, active requests: 0
30.06.2013 19:36:40: second 1149, jobs that second 4, active requests: 0
30.06.2013 19:36:41: second 1150, jobs that second 2, active requests: 0
30.06.2013 19:36:42: second 1151, jobs that second 1, active requests: 1
30.06.2013 19:36:43: second 1152, jobs that second 4, active requests: 0
30.06.2013 19:36:44: second 1153, jobs that second 1, active requests: 2
30.06.2013 19:36:45: second 1154, jobs that second 1, active requests: 0
30.06.2013 19:36:46: second 1155, jobs that second 0, active requests: 0
30.06.2013 19:36:47: second 1156, jobs that second 1, active requests: 0
30.06.2013 19:36:48: second 1157, jobs that second 0, active requests: 0
30.06.2013 19:36:49: second 1158, jobs that second 0, active requests: 0
30.06.2013 19:36:50: second 1159, jobs that second 1, active requests: 0
30.06.2013 19:36:51: second 1160, jobs that second 1, active requests: 1
30.06.2013 19:36:52: second 1161, jobs that second 2, active requests: 0
30.06.2013 19:36:53: second 1162, jobs that second 2, active requests: 1
30.06.2013 19:36:54: second 1163, jobs that second 2, active requests: 1
30.06.2013 19:36:55: second 1164, jobs that second 3, active requests: 0
30.06.2013 19:36:56: second 1165, jobs that second 1, active requests: 0
30.06.2013 19:36:57: second 1166, jobs that second 1, active requests: 1
30.06.2013 19:36:58: second 1167, jobs that second 1, active requests: 0
30.06.2013 19:36:59: second 1168, jobs that second 0, active requests: 1
30.06.2013 19:37:00: second 1169, jobs that second 1, active requests: 0
30.06.2013 19:37:01: second 1170, jobs that second 1, active requests: 0
30.06.2013 19:37:02: second 1171, jobs that second 3, active requests: 0
30.06.2013 19:37:03: second 1172, jobs that second 3, active requests: 0
30.06.2013 19:37:04: second 1173, jobs that second 1, active requests: 1
30.06.2013 19:37:05: second 1174, jobs that second 0, active requests: 1
30.06.2013 19:37:06: second 1175, jobs that second 1, active requests: 0
30.06.2013 19:37:07: second 1176, jobs that second 0, active requests: 0
30.06.2013 19:37:08: second 1177, jobs that second 0, active requests: 0
30.06.2013 19:37:09: second 1178, jobs that second 0, active requests: 0
30.06.2013 19:37:10: second 1179, jobs that second 0, active requests: 0
30.06.2013 19:37:11: second 1180, jobs that second 0, active requests: 0
30.06.2013 19:37:12: second 1181, jobs that second 2, active requests: 0
30.06.2013 19:37:13: second 1182, jobs that second 0, active requests: 0
30.06.2013 19:37:14: second 1183, jobs that second 1, active requests: 0
30.06.2013 19:37:15: second 1184, jobs that second 0, active requests: 0
30.06.2013 19:37:16: second 1185, jobs that second 2, active requests: 0
30.06.2013 19:37:17: second 1186, jobs that second 1, active requests: 0
30.06.2013 19:37:18: second 1187, jobs that second 0, active requests: 1
30.06.2013 19:37:19: second 1188, jobs that second 2, active requests: 0
30.06.2013 19:37:20: second 1189, jobs that second 2, active requests: 1
30.06.2013 19:37:21: second 1190, jobs that second 0, active requests: 0
30.06.2013 19:37:22: second 1191, jobs that second 2, active requests: 0
30.06.2013 19:37:23: second 1192, jobs that second 1, active requests: 0
30.06.2013 19:37:24: second 1193, jobs that second 3, active requests: 0
30.06.2013 19:37:25: second 1194, jobs that second 1, active requests: 1
30.06.2013 19:37:26: second 1195, jobs that second 1, active requests: 1
30.06.2013 19:37:27: second 1196, jobs that second 1, active requests: 0
30.06.2013 19:37:28: second 1197, jobs that second 0, active requests: 0
30.06.2013 19:37:29: second 1198, jobs that second 0, active requests: 0
30.06.2013 19:37:30: second 1199, jobs that second 1, active requests: 0
30.06.2013 19:37:31: second 1200, jobs that second 0, active requests: 0
30.06.2013 19:37:32: second 1201, jobs that second 1, active requests: 0
30.06.2013 19:37:33: second 1202, jobs that second 0, active requests: 0
30.06.2013 19:37:34: second 1203, jobs that second 1, active requests: 0
30.06.2013 19:37:35: second 1204, jobs that second 1, active requests: 0
30.06.2013 19:37:36: second 1205, jobs that second 0, active requests: 0
30.06.2013 19:37:37: second 1206, jobs that second 4, active requests: 0
30.06.2013 19:37:38: second 1207, jobs that second 0, active requests: 2
30.06.2013 19:37:39: second 1208, jobs that second 2, active requests: 0
30.06.2013 19:37:40: second 1209, jobs that second 1, active requests: 1
30.06.2013 19:37:41: second 1210, jobs that second 3, active requests: 0
30.06.2013 19:37:42: second 1211, jobs that second 0, active requests: 1
30.06.2013 19:37:43: second 1212, jobs that second 3, active requests: 0
30.06.2013 19:37:44: second 1213, jobs that second 1, active requests: 1
30.06.2013 19:37:45: second 1214, jobs that second 0, active requests: 1
30.06.2013 19:37:46: second 1215, jobs that second 0, active requests: 0
30.06.2013 19:37:47: second 1216, jobs that second 0, active requests: 0
30.06.2013 19:37:48: second 1217, jobs that second 4, active requests: 0
30.06.2013 19:37:49: second 1218, jobs that second 2, active requests: 0
30.06.2013 19:37:50: second 1219, jobs that second 1, active requests: 0
30.06.2013 19:37:51: second 1220, jobs that second 1, active requests: 1
30.06.2013 19:37:52: second 1221, jobs that second 0, active requests: 0
30.06.2013 19:37:53: second 1222, jobs that second 4, active requests: 0
30.06.2013 19:37:54: second 1223, jobs that second 1, active requests: 1
30.06.2013 19:37:55: second 1224, jobs that second 2, active requests: 0
30.06.2013 19:37:56: second 1225, jobs that second 0, active requests: 0
30.06.2013 19:37:57: second 1226, jobs that second 1, active requests: 0
30.06.2013 19:37:58: second 1227, jobs that second 1, active requests: 1
30.06.2013 19:37:59: second 1228, jobs that second 1, active requests: 0
30.06.2013 19:38:00: second 1229, jobs that second 2, active requests: 1
30.06.2013 19:38:01: second 1230, jobs that second 1, active requests: 0
30.06.2013 19:38:02: second 1231, jobs that second 0, active requests: 0
30.06.2013 19:38:03: second 1232, jobs that second 1, active requests: 0
30.06.2013 19:38:04: second 1233, jobs that second 0, active requests: 0
30.06.2013 19:38:05: second 1234, jobs that second 2, active requests: 0
30.06.2013 19:38:06: second 1235, jobs that second 1, active requests: 0
30.06.2013 19:38:07: second 1236, jobs that second 1, active requests: 1
30.06.2013 19:38:08: second 1237, jobs that second 1, active requests: 0
30.06.2013 19:38:09: second 1238, jobs that second 1, active requests: 1
30.06.2013 19:38:10: second 1239, jobs that second 2, active requests: 0
30.06.2013 19:38:11: second 1240, jobs that second 1, active requests: 0
30.06.2013 19:38:12: second 1241, jobs that second 0, active requests: 0
30.06.2013 19:38:13: second 1242, jobs that second 2, active requests: 0
30.06.2013 19:38:14: second 1243, jobs that second 1, active requests: 0
30.06.2013 19:38:15: second 1244, jobs that second 1, active requests: 1
30.06.2013 19:38:16: second 1245, jobs that second 1, active requests: 0
30.06.2013 19:38:17: second 1246, jobs that second 2, active requests: 1
30.06.2013 19:38:18: second 1247, jobs that second 0, active requests: 0
30.06.2013 19:38:19: second 1248, jobs that second 3, active requests: 0
30.06.2013 19:38:20: second 1249, jobs that second 0, active requests: 0
30.06.2013 19:38:21: second 1250, jobs that second 0, active requests: 0
30.06.2013 19:38:22: second 1251, jobs that second 0, active requests: 0
30.06.2013 19:38:23: second 1252, jobs that second 0, active requests: 0
30.06.2013 19:38:24: second 1253, jobs that second 1, active requests: 0
30.06.2013 19:38:25: second 1254, jobs that second 1, active requests: 0
30.06.2013 19:38:26: second 1255, jobs that second 0, active requests: 1
30.06.2013 19:38:27: second 1256, jobs that second 2, active requests: 0
30.06.2013 19:38:28: second 1257, jobs that second 1, active requests: 1
30.06.2013 19:38:29: second 1258, jobs that second 3, active requests: 0
30.06.2013 19:38:30: second 1259, jobs that second 1, active requests: 0
30.06.2013 19:38:31: second 1260, jobs that second 0, active requests: 0
30.06.2013 19:38:32: second 1261, jobs that second 0, active requests: 0
30.06.2013 19:38:33: second 1262, jobs that second 0, active requests: 0
30.06.2013 19:38:34: second 1263, jobs that second 2, active requests: 0
30.06.2013 19:38:35: second 1264, jobs that second 0, active requests: 1
30.06.2013 19:38:36: second 1265, jobs that second 2, active requests: 0
30.06.2013 19:38:37: second 1266, jobs that second 3, active requests: 1
30.06.2013 19:38:38: second 1267, jobs that second 2, active requests: 1
30.06.2013 19:38:39: second 1268, jobs that second 1, active requests: 0
30.06.2013 19:38:40: second 1269, jobs that second 0, active requests: 0
30.06.2013 19:38:41: second 1270, jobs that second 1, active requests: 0
30.06.2013 19:38:42: second 1271, jobs that second 1, active requests: 1
30.06.2013 19:38:43: second 1272, jobs that second 2, active requests: 0
30.06.2013 19:38:44: second 1273, jobs that second 0, active requests: 1
30.06.2013 19:38:45: second 1274, jobs that second 0, active requests: 0
30.06.2013 19:38:46: second 1275, jobs that second 2, active requests: 0
30.06.2013 19:38:47: second 1276, jobs that second 1, active requests: 1
30.06.2013 19:38:48: second 1277, jobs that second 1, active requests: 0
30.06.2013 19:38:49: second 1278, jobs that second 0, active requests: 0
30.06.2013 19:38:50: second 1279, jobs that second 0, active requests: 0
30.06.2013 19:38:51: second 1280, jobs that second 0, active requests: 0
30.06.2013 19:38:52: second 1281, jobs that second 0, active requests: 0
30.06.2013 19:38:53: second 1282, jobs that second 1, active requests: 0
30.06.2013 19:38:54: second 1283, jobs that second 2, active requests: 0
30.06.2013 19:38:55: second 1284, jobs that second 0, active requests: 0
30.06.2013 19:38:56: second 1285, jobs that second 0, active requests: 0
30.06.2013 19:38:57: second 1286, jobs that second 0, active requests: 0
30.06.2013 19:38:58: second 1287, jobs that second 1, active requests: 0
30.06.2013 19:38:59: second 1288, jobs that second 0, active requests: 1
